time,page,sender_name,content,photos,,videos,link,kdv,
2024/03/26,Chuyện của Hà Nội,Thao Thu Giap,Em quá mắt chóng mặt quá🧎🏻‍♀️🧎🏻‍♀️🧎🏻‍♀️,https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/433200113_1094851915162832_4377545477268231082_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeE_I4-2l_SJe3KS5v-79IoMyQrCyKy4QybJCsLIrLhDJi7GfZxBq1pi-q57crZ7SyltHSlZrYbUJXoK7Izz2J7S&_nc_ohc=w2VbTmpDPCkAX-KtJ6x&_nc_ht=scontent.fhan2-5.fna&oh=03_AdTITiq0_ngYovlTmiyEUho3WbCYD9S-4WyGqDo2m7L4ow&oe=6631D525 ,,,,Đạt,Duyệt
2024/03/26,Chuyện của Hà Nội,Tuan Dinh Zin,"HỨA QUANG HÁN TIẾP TỤC KHIẾN FAN RUNG RINH VỚI TÁC PHẨM TIẾP THEO MANG TÊN  ”THANH XUÂN 18X2”   Học sinh trung học Jimmy (Hứa Quang Hán thủ vai) gặp Ami (Kyoya Kiyohara thủ vai), một du khách đến từ Nhật Bản, hơn anh 4 tuổi tại nơi anh làm việc. Cả hai cùng làm việc trong cùng một cửa hàng vào mùa hè năm đó và thế là Jimmy dần dần nảy sinh tình cảm với Ami. Qua những lần cùng nhau chạy xe máy, cùng nhau đi xem phim buổi tối, khoảng cách giữa hai người được rút ngắn lại. Nhưng đột nhiên Ami lại quyết định quay trở về Nhật Bản. Đối diện với Jimmi người vẫn còn đang mơ hồ với tình cảm của mình, Ami đã để lại một “lời hứa”. Thời gian trôi qua, Jimmy có cơ hội về thăm quê hương sau một thời gian dài vắng bóng và tìm thấy một tấm bưu thiếp được gửi từ Ami, người đã trở về Nhật Bản từ 18 năm trước. Jimmy, nhớ lại mối tình đầu của mình, lần đầu tiên đi du lịch một mình đến Nhật Bản để đối mặt với quá khứ và tập trung vào hiện tại. Trên chuyến tàu hướng tới quê nhà của Ami, anh lặng nghe những bài nhạc mà cả hai từng cùng nhau nghe. Liệu Jimmy và Ami có thể đoàn tụ lại với nhau sau bao tháng ngày xa cách đó chứ?  Fact: Những phim đề tài thanh xuân “chồng” Quang Hán đóng thường là phim hay, rất đáng để mong chờ. Ôi nụ cười đó mà trên màn hình rộng thì sẽ thế nào đây.","https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/434046109_1149187966446351_6384372469293486047_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGgHrWGGlmep-g1236dkY1zdU7eMiSqzU51Tt4yJKrNTqsUXY023jdQfDvhknJuuPBeyYPzqLS8U0kFDCdGoSUL&_nc_ohc=yQG_NugNFw8AX9TgITF&_nc_ht=scontent.fhan2-3.fna&oh=03_AdQ27c9cgA71jheXKc6EACV3YBOBDCMx__61r2pHBFcsbg&oe=6631EDFC 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/434008009_365287966491348_8832687418679245018_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFT5JqnVoqXtvveLDzg--VSBdEemprg-ngF0R6amuD6eK5yvIlWzdszrUIGn2h1hao4Q04Fi_DmDCjcB5qj3wkK&_nc_ohc=_MECx_zYCdAAX8zUEh7&_nc_ht=scontent.fhan2-4.fna&oh=03_AdQQtZ94drrjDCoLiaQPzxhb8AooAFjYPkM1mnni7OzJzw&oe=6631DFB0 
https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/434006623_946427863776828_1626438282086796861_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFmyrZlvBn8p1nVyc-6jhCAq9kRYqpGJCur2RFiqkYkK4MNYOx2l2UzeBib2xCKE0VT4COSJPPpKzI-p-8N9JiO&_nc_ohc=A9J6J6o8tooAX_PIUw4&_nc_ht=scontent.fhan2-3.fna&oh=03_AdS7S5QvJpCcJp4pdLyjmRls6km5Rzjch9I4nxM21icflw&oe=6631F13D 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/433930715_962532545092650_4185392952853952058_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFT2bYPHFEuUbBMoLMTw0Qafo2uR9pZh-d-ja5H2lmH53qiMfzL9T4GWendx5hk2LM2LnbJ53YQZW53rRgLEMN-&_nc_ohc=ihsWcS_PB6wAX-BGeKa&_nc_ht=scontent.fhan2-4.fna&oh=03_AdRKVcPfmSxXSP3Au518MKHqgDlPXfBSLeub31OTK98v4w&oe=6631DC6E 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/434047121_390206633870556_1427798291034960775_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeELIxOJ0GJtMTguXk3mD6O4RdirD9Rg6z9F2KsP1GDrP8j4Eu4_IuzEk4XlX4Eljm0uhLltLWtP3CEdQdp3PSho&_nc_ohc=UVlx0Py50YQAX9AkG-h&_nc_ht=scontent.fhan2-5.fna&oh=03_AdQYUcO72-OsdQ5i02KXXJIqx4EFAr3f_BB4ctN8KBeT5w&oe=6631FFB8 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/433927374_979190490494112_4685067971597373108_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFns7jWEibAgMbIGy5SuDCgvBXwiGd5mLS8FfCIZ3mYtFoEczLEj1NU3BfDsToefrEkOoMWsMx-J9X-AJF4hpi5&_nc_ohc=JVGgMKmqBpYAX9OPx5H&_nc_ht=scontent.fhan2-5.fna&oh=03_AdTUY5fr04DHvZ-IMn1jGphe_42_d6YcEO0sRxn7nQ4x1g&oe=6631D7F0 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/433923802_195243023681523_5928761707434138712_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFleF4f8ybxUBA5zmv1S4B2PHKrNBidKoU8cqs0GJ0qhcjgraq1rzmb0fwsIX1Lfdv2E-OjByXtTXEbdi8Pnb-K&_nc_ohc=QPTHbrg_RkYAX9Xqko-&_nc_ht=scontent.fhan2-5.fna&oh=03_AdQgeUi69YaVmB7oQHiaYeaoARSK8XffbmQUZFi_9EjFCg&oe=6631F781 
https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/433923799_332722999781223_4590148802601733851_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGYvSDY_XSFB2-lzZQPB3yKQaCAXAnBTcZBoIBcCcFNxmC1nnobg0iLrF7s0F1CpcuCDUmf5S98x7ioOI8KMcbC&_nc_ohc=tUyLmWsrm3AAX8M_Z0P&_nc_ht=scontent.fhan2-3.fna&oh=03_AdQk6Tl7AWEmPFgw2K9ifJhipwhAAk73LwEnQkIPoN6x-g&oe=6631E19F 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/433938270_1602610773834671_8581023886174059159_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGls_7PtSRuhZCmz3U4TLuep7KNcSPyWLqnso1xI_JYupTNNxc50TdCN8tFVPT8SMrj_sePCmmdn97RIUsZ8HD7&_nc_ohc=YbIKeoJRG84AX9w9T2O&_nc_ht=scontent.fhan2-4.fna&oh=03_AdT9Efs03vwlby36b4Ub-wb7ynB_k_xkrzZy305w9vt-mg&oe=6631FC34 
https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/433971150_984535140049508_7034301198592920562_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGrcPdDT_5tsvwh5DlPLQdjPqtvYL6LY6g-q29gvotjqL5IXwe28i3FzEWdU_32lTrhHB9Rtpaf7NI2viObBKfV&_nc_ohc=vtJlGPExtiYAX_JZPIs&_nc_ht=scontent.fhan20-1.fna&oh=03_AdSaO2wMauJ4mzilSEEpZCGJ86kgjaFW6o7Xp3ctjcSQGQ&oe=6631FC44 ",,,,Bách,Duyệt
2024/03/26,Chuyện của Hà Nội,Tuan Dinh Zin,"HOÀN CẢNH THƯƠNG TÂM CỦA GIA ĐÌNH Đ. BỐ MẤT SỚM, NHÀ CHỈ CÒN 2 MẸ CON NƯƠNG TỰA VÀO NHAU... 😥😥 Vụ việc cực kì thương tâm xảy ra tại Lệ Mật, Long Biên đến nay đã là 10 ngày, xác định không còn tia hi vọng nào nữa dành cho em Đ khi em rơi vào tình trạng ch*t não, sự sống chỉ còn có thể duy trì bằng máy thở, rút lúc nào ra là đi lúc ấy. Sáng hôm nay, để chuẩn bị cho em mẹ em đã đưa em về Phú Thọ cho gần với gia đình. Được biết, gia đình em Đ. có hoàn cảnh khá éo le. Cách đây 3 năm, bố của Đ. bị mất do TNGT. Nhà chỉ còn Đ. và mẹ. Hằng ngày, cô L. (mẹ của Đ) đi bán hàng rong, cố gắng mưu sinh để kiếm tiền nuôi cậu con trai ăn học nên người. Từ khi con gặp nạn, cô L. không rời con một bước. Thương cảm với hoàn cảnh mẹ con cô L., cộng đồng mạng đã quyên góp, hỗ trợ tiền giúp Đ. chữa bệnh. Nhưng khi nhận được hơn 100 triệu đồng, cô L. xin tri ân, cảm tạ tấm lòng của mọi người và xin ngừng nhận hỗ trợ vì ""biết con khó có thể qua khỏi, sự sống của con cố gắng chỉ duy trì được vài ngày..."". Mong muốn của cô L. là những người h*nhhung con trai mình sẽ phải chịu trách nhiệm trước pháp luật.  Theo Tiền Phong",https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/433920406_912102010652908_5082485135143601802_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEznBei6gDMjLAqAeUVREhCcaSoCne1vzBxpKgKd7W_MH68Ls5IlmRhE62G8MjhZUyWSpIasAX-8_RIwSC_xSjT&_nc_ohc=a9aILEWW-xQAX-0PBPE&_nc_ht=scontent.fhan2-5.fna&oh=03_AdRT3qlVT27U7x3Q6C7sHG7pq3-2OYcInd5JlpLsO5ou4A&oe=6631CDED ,,,,Đạt,Duyệt
2024/03/26,Chuyện của Hà Nội,Tuan Dinh Zin,"VỤ NAM SINH LỚP 8 BỊ ĐÁ:NH CH:ẾT NÃO Ở LONG BIÊN (HÀ NỘI) Do em bị chấn thương sọ não quá nặng, thở máy trong nhiều ngày qua nên sức khỏe ngày càng yếu. Để chuẩn bị cho em, mẹ em đã đưa em về Bệnh viện đa khoa Tỉnh Phú Thọ những ngày cuối cùng bên gia đình...",https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/434003992_3884322661789355_1322441328204214097_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGv6qwyStFpM0eqE4Hm2xJE83tYWODBnJLze1hY4MGckkBGgvt8OM92YpVknlIozQcpy6NsrsPtqTpHoX27olmV&_nc_ohc=W1pMyeKOHVMAX-yb48U&_nc_ht=scontent.fhan2-5.fna&oh=03_AdRvRugV3jJrEF9u0S42r62eoHNIkHwz0AXoqYwDgiSZVw&oe=6631CD74 ,,,,Bách,Duyệt
2024/03/26,Chuyện của Hà Nội,Khanh Huyen,Các nhân viên công ty đã ăn trưa chưa?,https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/433104486_398387633143403_973465745985731862_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFk1hLOr3IFDnURXYLfsJcSQWUi-jRolstBZSL6NGiWy_MulqCDgcsTkjcekOXRHKYH73s8WcxMcQIpm7KSSN57&_nc_ohc=IksElmg9LVYAX8gRPA5&_nc_ht=scontent.fhan2-4.fna&oh=03_AdR-WSf92_XaWfi96bQ4a_FlHKduafAFzximXNVlit5SqQ&oe=6631DB0F ,,,,Bách,Duyệt
2024/03/26,Chuyện của Hà Nội,Nguyễn Đăng Minh Quân,"SÁNG ĐI LÀM VẪN THẤY NẮNG CHÁN CƠ MÀ 🤨  Ngay khi anh em Hà Nội đang rục rịch vệ sinh quạt và điều hòa sau chuỗi ngày dùng thử mùa hè thì sắp tới, miền Bắc sẽ lại đón một đợt mưa kèm nền nhiệt độ giảm.   Hà Nội cũng không phải ngoại lệ khi trong 2-3 ngày tới được dự báo sẽ đón những cơn mưa rải rác kèm gió nhẹ. Tuy nhiên nhiệt độ cũng rất biết trêu ngươi khi không giảm hẳn mà ở mức lưng chừng 22-24 độ C.  Tầm này ae nào yếu thì cứ thủ sẵn Panadol với Decolgen mà giã thôi...",https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/433949677_1606553006824060_8696361694243895166_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHMUJKgaM60XzTPyRjG8GHXA6t6MtpTkMMDq3oy2lOQw4fMqdBOyC90SUmhBwA6TrW6x7tX2bE0w2-Xz1DI624Z&_nc_ohc=PYgdRlUkyXIAX_Atic5&_nc_ht=scontent.fhan20-1.fna&oh=03_AdQzc1iDP6T6FTb9HJ-gO8AABXLnAVPLJxtMtDr8yclm6Q&oe=6631F42A ,,,,Đạt,Duyệt
2024/03/26,Chuyện của Hà Nội,Hoang Tuấn Anh,"SHARK THỦY BỊ BẮT VÌ TỘI LỪA ĐẢO  Thông tin tại họp báo Bộ Công an sáng 26/3, Trung tướng Tô Ân Xô  cho biết Cơ quan Cảnh sát điều tra đã khởi tố bị can, bắt tạm giam ông Nguyễn Ngọc Thủy, Đặng Văn Hiền (Trưởng ban quan hệ cổ đông Công ty EGame) về tội Lừa đảo chiếm đoạt tài sản.  Bên cạnh đó, hệ thống các trung tâm Anh ngữ Apax Leader của ông Thủy cũng gặp lùm xùm khi bị nhiều phụ huynh tố trung tâm yêu cầu học sinh đóng tiền học trước nhưng sau đó đột ngột đóng cửa hoặc chuyển sang giảng dạy online.",https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/433697521_1081281929843579_6958117006748228672_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeF5O0dzvYnRz7ydLlfMaMIVrEnojJPgfbGsSeiMk-B9sSXtPZKZamQY8xUlHOI3tgu9jTo9fbO1UCnVUsz6P34K&_nc_ohc=mk5L42D3kSMAX9DPO3f&_nc_ht=scontent.fhan2-4.fna&oh=03_AdQtFBPU3D-JMUrxrSfAt-ATTOZWdp5vWrV0Ss9X0kEKJQ&oe=66320202 ,,,,Đạt,Duyệt
2024/03/26,Chuyện của Hà Nội,Khanh Huyen,"| 26 . 03 . 2024 - Mùa hè tới |  Nghe nói là mùa hè sắp đến, hè đến đưa nắng vàng nhuộm khắp cả thành phố.  Dẫu thời tiết có nắng nóng, dẫu sẽ khó chịu đôi phần, nhưng mùa hè với mình vẫn đẹp theo một cách thật là tình. Nắng sẽ rải xuống từng ngõ nhỏ phố nhỏ, nắng lấp lánh len lỏi làm bừng sáng từng con đường, nắng đậu trên từng tán cây khẽ đưa và chiếu xuống từng ray nắng nhạt.   Mùa hè tới, Hà Nội xinh, mong chúng mình đều được thong thả và hạnh phúc.  | Chốn 📸: Khenh Nguyễn | Chuyện của Hà Nội group","https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/432889166_796435269017593_1771926320481642281_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHS7xs130UVSJZGe2u81RHkZCfioqGaU6dkJ-KioZpTp25ShXwOXma1gmyQjbCPxU_kAJCaichpKNa9384Pl_0b&_nc_ohc=FtP-vLkpYVEAX8TnpLO&_nc_ht=scontent.fhan2-5.fna&oh=03_AdQe6at6nYZwjGLnVLc1Cm3rto4dtouKSAHUmcbkC4whFQ&oe=66320064 
https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/432801524_3655413008034667_2402316033957650240_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEUB_nn3a9baUPqDHBBcCdLkdnFcmOc-76R2cVyY5z7vt3YT_e5xzd-6iv0jlhBMV8nfHBbzqSwu_LZ5Gd15By2&_nc_ohc=RY2BC6h_pnMAX-Y3RxT&_nc_ht=scontent.fhan20-1.fna&oh=03_AdQcuqy9iEEZ4CxCHx-jNpuYhkCnfstnbJg1-DZ6ZuIjRg&oe=6631E591 
https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/434344617_645391824393986_3733634641209042498_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHf3o6RbGBON6u4Lh1Vnb0_n1E5dDZM8F6fUTl0NkzwXpIZ6u_hl1ljTC1NXRUWxnmWxAj8ixCy3mbRKfSQ_TGU&_nc_ohc=dg1NC6FxIfIAX9tfgZV&_nc_ht=scontent.fhan2-3.fna&oh=03_AdQqxvOfDg3hSxWwtLc-ixgOKo9pFus7l0NZB8Y0QtvV9w&oe=6631E372 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/432750030_402168142414230_8446612222810051559_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHj3vzGtn-c-XmPiqRXyLrx7q6wm9FQ-D3urrCb0VD4PUA1Y8cGSzrxUTfCl7NJh5F8AY6b9FRwh5Va9hWqaJKG&_nc_ohc=9ZzrOR2PWWkAX9h7d--&_nc_ht=scontent.fhan2-5.fna&oh=03_AdSlVhreE0NPtuOY7SAlc1ZEQaY8_VOnuoEbog-xpoHutQ&oe=6631F891 
https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/433023454_413444607948730_243516982610000716_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFtq2pP2DvgyEhbwbUj-f2vuc7WETvP1tm5ztYRO8_W2VYG9pIZm0q7XlhZp0sk6KjzxJh5tQ3XNMUyF1pY1keD&_nc_ohc=bs7_RI6-qXYAX8dhW7A&_nc_ht=scontent.fhan20-1.fna&oh=03_AdTIfLaPg3BEejYSs8wgjkr45QkwGrCcYlFC1ectQjM6Jw&oe=6631CB8C ",,,,Bách,Duyệt
2024/03/26,Chuyện của Hà Nội,Tuan Dinh Zin,"5 tuyến buýt dừng hoạt động bao gồm các tuyến số:  10A (Long Biên - Từ Sơn) 10B (Long Biên - Trung Mầu) 14 (Bờ Hồ - Cổ Nhuế) 18 (Đại học Kinh tế Quốc dân - Long Biên - Đại học Kinh tế Quốc dân) 44 (Trần Khánh Dư - Bến xe Mỹ Đình) 145 (Trung tâm thương mại Big C Thăng Long - Công viên nước Hồ Tây)  Được biết, cả 5 tuyến xe buýt trên dừng hoạt động từ ngày ¼ do sau khi Sở GTVT Hà Nội rà soát mạng lưới buýt nhận thấy 5 tuyến buýt hoạt động chưa hiệu quả khi có sản lượng khách thấp, phải trợ giá trên 95%.  Theo An ninh thủ đô",https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/434020155_1193721141609841_6890335278515418154_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGyMi8covtUXdYGCZVS9OaOHcXX3Atj4MsdxdfcC2Pgy1c7UklOrJ6jLXECOgVVMB5qJJA75qZbNBm0vmwQFq8h&_nc_ohc=Z_65Oa9nBOQAX-wRRaW&_nc_ht=scontent.fhan20-1.fna&oh=03_AdRJDr5GXFSIu80aRihbMGHRr51MX4Ox14G_ArBAtnLm6Q&oe=6631EDCD ,,,,Đạt,Duyệt
2024/03/26,Chuyện của Hà Nội,Tuan Dinh Zin,"Sau buổi tập hôm qua 25/3, khi chuẩn bị lên xe bus, HLV Troussier bất ngờ quay lại tiến về phía 2 chiến sĩ cảnh sát giao thông dẫn đoàn và hỏi ""2 cậu có vé xem trận Việt Nam - Indonesia chưa"" Khi biết họ không có vé vào sân, ông Troussier bảo rằng ông sẽ tặng vé cho cả 2 khi toàn đội trở về khách sạn. Theo: VTC News",https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/434019627_1480623122810047_7333465584912372406_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEDkdvcMM2J3OxIF-I-0egL9H7PfhPcpR30fs9-E9ylHdvl8-y6HjIEJclVcdVwMacb61AJVxY58O0wdeqXUmI2&_nc_ohc=Ab9jQqZFnlMAX-MlRsk&_nc_oc=AdhteG7X3KSLzHMwBu9tkmNvAhfOlqFJpn-KdSe45M-F7f7e2tzcAc7GckSaCsMDnxM&_nc_ht=scontent.fhan2-3.fna&oh=03_AdQkkazdRTMlarii1hwmVi_f379ZkrqHxOqnnvjXXQ0x1w&oe=6631FE0B ,,,,Đạt,Duyệt
2024/03/25,Chuyện của Hà Nội,Tuan Dinh Zin,Mỹ Đình: Nơi buồn nhất lúc này,https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/434158901_3730027490561885_6834271257075677283_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGf4wXk0VkTPpkL429k_nYlVjknqQTwHKpWOSepBPAcqn9GWHpBAyAPnXbxcCdaUbbYqpOJYMYL3yRlPbaGzQ7a&_nc_ohc=0lE_lW1BTTEAX9_BOcD&_nc_ht=scontent.fhan2-4.fna&oh=03_AdRBnKGQtWZOdd5QSWQ6e0FkGrKoYytzbtiBqRAvFF2GKQ&oe=6631EFEA ,,,,Bách,Duyệt
2024/03/25,Chuyện của Hà Nội,Thao Thu Giap,"Tôi - ""cụ bà"" 20 tuổi chỉ muốn ngủ, không muốn bằng Đại học 😔",https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/433508658_383848361193717_6353949261004174383_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeH7FQP58yp5DrGKlvatOI29tU9FLOSdteG1T0Us5J214Zre92d528ULgFSoF3CSa38XWPZvHrOlVljJpJXKZV2i&_nc_ohc=fYZxLzjcPvcAX9vShEd&_nc_ht=scontent.fhan2-3.fna&oh=03_AdSmz8CaOGJSSPx6iTSO-9OhlMyVTdmynVI_5UGkinACyA&oe=6631F38F ,,,,Bách,Duyệt
2024/03/25,Chuyện của Hà Nội,Tuan Dinh Zin,"THỜI TIẾT THAY ĐỔI CHÓNG MẶT, CHIỀU NAY HỬNG NẮNG CHÚT, MAI LẠI MƯA ẨM  Ôi cái đầu tôi, thay đổi liên tục như này sao chịu nổi  Ảnh: VTV",https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/434145168_921096173008305_3804270254910912221_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeH_0rTLWM39DIBoqQv24UbAjKYIahVwlTiMpghqFXCVOMJHdsWF3x25mZY-K8Qti5Y94UND2YF8qPh8xgsly7J-&_nc_ohc=MDq1kroWVjUAX8gpHLq&_nc_ht=scontent.fhan20-1.fna&oh=03_AdRZcPt3m-3JwVOXZdTtDMCG5eK-aKZbdfYkOE8UPgOklQ&oe=6631FB66 ,,,,Đạt,Duyệt
2024/03/25,Chuyện của Hà Nội,Khanh Huyen,"“NHƯNG TIỀN ĐÂU ĐỂ ĐI THÌ ANH KHÔNG NÓI”  Đó là câu hỏi mà nhà báo Trương Anh Ngọc thường xuyên nhận được khi anh đưa một câu chuyện, nói về một trải nghiệm hay một đất nước mới. Câu hỏi đầu tiên mà mọi người thường đặt ra luôn là câu hỏi về tiền.  Nhưng đâu phải, “để đi” thì trước hết mình cần có một khát vọng, mình cần phải luôn nung nấu ý định đó trong đầu đã. Trương Anh Ngọc chia sẻ, anh không đặt ra câu hỏi “Tiền đâu?”. Anh chỉ đặt ra câu hỏi là: “Bao giờ mình được đi? Mình được đi với kiến thức và kỹ năng như thế nào?”  Đừng nghĩ “tiền đâu để mà đi”, thay vào đó hãy đặt câu hỏi cho chính bạn, muốn có tiền phải tự kiếm ra nó, tiền chỉ là một công cụ phục vụ cho chuyện đi, nhưng tuyệt nhiên không thể quyết định việc bạn có muốn đi hay là không.  | Nhà báo Trương Anh Ngọc chia sẻ trong Podcast “A Beat Of Life” số 10",https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/432896550_7581023568614827_3337998355917520547_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEVjWLX9USXjaDhkSCP__NDuRUMPbRCmJG5FQw9tEKYkXJgPs-EX6N32Zu2zfWF5s-Rydwr74YqiE7_dtciN4I_&_nc_ohc=Nm-cmnaVGloAX9WOf0T&_nc_ht=scontent.fhan2-3.fna&oh=03_AdRhhYGlj3ESOzdjB9rO6-nj_7lh7kWIcOkkOPwKuKmnqg&oe=6631DB10 ,,,,Đạt,Duyệt
2024/03/25,Chuyện của Hà Nội,Hoang Tuấn Anh,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid02SyZ5KytwtCR3LHhskE4JsTp6fNFYjv2R7PFP6d7Y51KdtCbVw9eZ88LXmFjXCbWml?__cft__[0]=AZXPCyy_MvnowEyKQi8xAbyaIkpHVYGij4ixybVMyOqz9mZRzVRlUsq70PXL0DMNAG78fIxeT65Bsp_ISCpnTCsltfetvXc2WrarL3xK9Iot_Yh4Jj19rLi6GNL3B1A0sio&__tn__=%2CO%2CP-R,,,,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid0PFkt7fzrDJeXaq6LeEjeYqPD4AR9sgpjAtnG83f9wzStGuTodpj6KKx1vGD2t9JTl,Đạt,Duyệt
2024/03/25,Chuyện của Hà Nội,Tuan Dinh Zin,"FWB – Friends with Bún đậu mắm tôm  Bún đậu trong lòng phố cổ, bún đậu view Hồ Gươm đã ăn rồi nhưng bún đậu view Hồ Tây thì chưa chắc mọi người đều đã thử.   Vừa khuấy bát mắm tôm sủi bọt, gió hồ vừa hiu hiu thổi. Nó là đỉnh!  Ảnh: Nguyễn Trọng Nghĩa share trong CCHN group",https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/433920405_7030318653763676_4521937640367727156_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGSXXACSyMldFbJJNIem-wWohwnHWcjfU6iHCcdZyN9TkdwjIVUWruRObMrzL0tjsllON02jLlBd1KuNfPWl2lc&_nc_ohc=GANxOk3l9pYAX_cS_ky&_nc_ht=scontent.fhan2-4.fna&oh=03_AdRvyINQ1OSGFwF9TZhncQoTMNAO0c1XtdssXyh6CeexYw&oe=6631F71F ,,,,Đạt,Duyệt
2024/03/25,Chuyện của Hà Nội,Hoang Tuấn Anh,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid021JoQ4RDGTud3emwDgFB91RYpAiqnNSgZWM9eUcdVsJi2PSqLbsgguK6LLzHg3GyLl?__cft__[0]=AZVqylgLEBDQ7hH-ZNIg1_s-7yiW3BiZEIohqlJC1HFjQIVHnMaxt2hVNvh_i4n9oY3ysrXXzVJXT4xwojW04DF0dazwIqCN1IGHH051_QkHrmNr45bE5a_LZL4cid8UjYXMQj40yueRyoZjWBYvC0wu&__tn__=%2CO%2CP-R,,,,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid0zxP46Fmn6p4f3WZnhPVWiHcH2zcqbp2VVbic5gRqrg62YNMnvZoe3zW3vuZ8wybpl,Đạt,Duyệt
