time,page,sender_name,content,photos,,videos,link,kdv,
2024/03/19,FP - ShowBeat,Phương Nga Lê,"🔥 ANH GẦY MÀ ANH HAY LÀM TRÒN QUÁ  Cụ thể là: Doanh thu từ MV ""Nấu ăn cho em"" đạt khoảng 370 củ, như đã hứa, Đen dùng doanh thu này đi làm từ thiện. Nhưng khi gửi tiền cho trung tâm từ thiện, anh ta lại không trung thực, dám bỏ thêm tiền túi vào cho tròn 400 triệu.   Đã tự bỏ chi phí ra làm MV nhưng doanh thu quy đổi từ lượt xem trở thành tiền đều gửi đến cho từ thiện, rồi lại còn tự ý làm tròn... Mà phần nội dung chuyển khoản lại ghi người đóng góp là ""khán giả""... Ghéc thật chứ.  Nhờ sự không thật thà của Đen, công sức của ekip và công cày viu của khán giả đã có thêm 4 phòng máy tính cho các em nhỏ vùng cao.",https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/433610454_1407838710124287_5752851611069966018_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeE0NJyrG1YNwoLnNOjB7m3jMU6mOHZR1PExTqY4dlHU8WnziURpnzrJ8ExnPXqAeHqc_JzDAyHcNPkYpCz7Cw2F&_nc_ohc=PM6pIUgDh-UAX9S38CP&_nc_ht=scontent.fhan20-1.fna&oh=03_AdToQmmHSGQUzUjW4tONjtoiL4G0X7YQcdhY9SX2FUrSNQ&oe=6631DB73 ,,,,Đạt,Duyệt
2024/03/19,FP - ShowBeat,Phương Nga Lê,🔥Đàm Vĩnh Hưng nổi quạu vì được fan gửi con hàu chà bá lửa giữa đêm phia thanh vắng.... Má nào mà tàn ák quá má ơi... 🥹,https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/430987877_381840911287992_5581627962938589536_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHGAnp-lb4wTglQxmXgP-joGlwHWIZmZOgaXAdYhmZk6AAQeYTZ7lPv2wv9CGjKynB27EvZHteMAG3kennHmYru&_nc_ohc=AhavKAJhV3MAX-Z3cO5&_nc_ht=scontent.fhan2-4.fna&oh=03_AdT4rIuEgJT23xLWJFmbkutSC883PbZ-65rKBczGb2EwMg&oe=6631F40D ,,,,Đạt,Duyệt
2024/03/18,FP - ShowBeat,Phương Nga Lê,"🔥Dispatch chèn nhạc “Chúng ta của tương lai” vào loạt ảnh hẹn hò của Ryu Jun Tung và Han So Haitoo tại Hawaii 🙏🙏🙏  Đấy hôm trước nói thì fan HSH tự ái, trùng hợp đến mức này thì chắc chắn là ý trời rồi 🥰",https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/431183218_943629317117043_3003885216080163368_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFltP3365NqoMsTqS8eY9g_N_4v9aBVt0o3_i_1oFW3SjEEt3REMfv7uup_8GrlpE30wzaqXfaSI8Fb2H9oqF-W&_nc_ohc=CWJ33kxR34QAX8iIU2f&_nc_ht=scontent.fhan2-4.fna&oh=03_AdSQ6Fk47NKAfcUOF21lFDGqBIISgYbLwL_t5lrNNMoMLg&oe=6631FDF4 ,,,,Bách,Duyệt
2024/03/17,FP - ShowBeat,Phương Nga Lê,🔥HOT: Việt Nam chuẩn bị có MV ca nhạc đạt 1 tỷ views đầu tiên trên youtube,https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/421485127_259497020556267_8403661403555998487_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFdxiBbZPTNL4JK0Fw7LgLK1ZjOrImmOAvVmM6siaY4C7npuxAJBt247PDqeTvjhNQ3PQDePder4vJiIH9Slvde&_nc_ohc=wYh-7XT1vj4AX9sXWCu&_nc_ht=scontent.fhan2-3.fna&oh=03_AdTBLC5My9BtflhVe6w_ibfc3zDxwCmWAooIkI-7JmUoZw&oe=6631E880 ,,,,Bách,Duyệt
2024/03/17,FP - ShowBeat,Phương Nga Lê,Dạ vâng ạ,https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/431191935_780137350678107_1795397825777443755_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFysDlio7cMP7J_TO0_GJGh-NbHYejWf_P41sdh6NZ_83X8wj0Eq4kKQCXTRCfOo77HfTvf-XuIdDKpaS5n0zI1&_nc_ohc=LWw925EU7VIAX9zsuit&_nc_ht=scontent.fhan2-4.fna&oh=03_AdT6SNEKrZLasAXyzj5DSxiQmuR-gMWJkUtkIs5VHabNpQ&oe=6631E8F0 ,,,,Bách,Duyệt
2024/03/16,FP - ShowBeat,Phương Nga Lê,"Ngọc Bình cứu Jack khỏi ViruSs, Han So Hee cứu Jack khỏi truyền thông. Đúng là người được chọn, sóng gió nào cũng có quý nhân phù trợ 👍",,,,,Đạt,Duyệt
2024/03/16,FP - ShowBeat,Phương Nga Lê,"🔥CUỐI CÙNG CŨNG ĐẾN NGÀY HÀN QUỐC ĐI SAU VIỆT NAM VỀ ​DRAMA :)  Drama ""Thương elm"" đình đám CĐM Việt Nam 1 thời đang được Hàn Quốc remake và gây nên cơn sốt tại 1 số nước châu Á. Nhưng khi Việt Nam đã làm đến phần ""Chúng ta của tương lai"" thì bản Korea vẫn đang ""Chúng ta của hiện tại"".  Tóm tắt diễn biến mới:  - Sau story ẩn ý của nữ chính, Han So Haitoo đăng 1 story phủ nhận cực căng, CĐM đánh giá có phần khìa khịa Hyeri  - Nhưng sáng nay Han So Haitoo bất ngờ quay xe, xác nhận đang hẹn hò với Ryu Jun Tung từ đầu năm 2024, khẳng định Ryu Jun Tung và bạn gái cũ 7 năm Hyeri chia tay từ đầu 2023, nhưng đến tháng 11/2023 mới có thông tin nên mình không phải con giáp thứ 13.  - Fan Trung Quốc chỉ ra những điểm bất hợp lý: 1. Cặp đôi nói mới quen biết từ đầu năm 2024 nhưng Han So Haitoo đã làm việc chung với Ryu Jun Tung từ 2021, tương tác bài viết từ 2016,... 2. 2 ngày trước khi Ryu Jun Tung và bạn gái cũ thông báo chia tay vẫn dùng ốp điện thoại đôi mà nói chia tay từ đầu 2023 thì khum tin.  - 1 số điểm vẫn được giữ từ kịch bản gốc như yêu nhau 7 năm, nam chính khum nói gì để 2 nhân vật nữ hứng hết, nam chính không đưa bạn gái 7 năm đi du lịch nhưng lại bị bắt gặp với bạn gái sau.....vv...vv",https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/430351782_336125942317867_2801538885015967641_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGsDp3uVrvnBBX_Y-bgO3x2YVB-Q4-SmylhUH5Dj5KbKcZy-YSA-L97ULHHNyy4SNH4wg5b5hXWlhpKxuiXY1il&_nc_ohc=gXUuSN2VhN4AX-l2qwy&_nc_ht=scontent.fhan20-1.fna&oh=03_AdTN-FoKeHfjrnJYLTu5p_7cVC5rPOiYqnDkq4MSFa9L2Q&oe=6631E03C ,,,,Đạt,Duyệt
2024/03/15,FP - ShowBeat,Phương Nga Lê,"🔥Huê hậu Pamela sẵn sàng chinh chiến đấu trường sắc đẹp quốc tế, tự mếch cúp không cần êkip 🫶","https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/430988200_2411537982388887_4704028286992383697_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFt-LbrjCK4_xqqxBEta4lD4Y3V2n7AAeDhjdXafsAB4JzA6ATT_rOAAcsC58JiikOU3GLUp15auLrYnf7oCxXK&_nc_ohc=sc5OOQWce4EAX8WoGyA&_nc_ht=scontent.fhan2-5.fna&oh=03_AdTmUt49soJ50UNaoxV7_Ip7gOzNPVUhLnm1WlCBxTjodw&oe=6631EEC7 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/431057756_1163225431788674_2220384819136565397_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEF62PYSVL0t5pmzLQr-MYOZYEJmLJ__dllgQmYsn_92WtuIvg-nfNAC2vfCyWd74KMIn6-CqHL92EFBIm5Jw6J&_nc_ohc=BTANboT8GRwAX9q9xEX&_nc_ht=scontent.fhan2-5.fna&oh=03_AdThXTelKmlGu8SxOb6b6zb3ZLFKuotNpgINYVAsfh95cA&oe=6631E9FB 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/430852608_784734466837896_5735496226787982838_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHGnFRV4_zjR1XzH15bevPyd6eZCossQVd3p5kKiyxBV8QBsbXo6vYxd_IGjdqWa6d7FQZGe2yIZNinT06Tlbb9&_nc_ohc=NI9ASSoWuscAX8IGzk0&_nc_ht=scontent.fhan2-4.fna&oh=03_AdTCX2QaLoi30Zp3XZ8uMCD01i5rDLpPzJmtokJ6waepiQ&oe=6631F3E6 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/430848177_935551788240550_1486368269942069603_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGBpGa4YIVW-MnGWXVCmf0A8iA3JI7-iNHyIDckjv6I0QbwmFdW1Jbv_N-SxezBeWRSv2alsXUziJJnZK_Zc6gj&_nc_ohc=o7pkmmEocpAAX_FRHPp&_nc_ht=scontent.fhan2-4.fna&oh=03_AdTPoO749snCIuFWxi1YmeYo58s2KCxsqYc3L5JK5iMfkQ&oe=6631EFC1 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/431076803_1117668219579329_9059240523936598266_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHoJx45ENI07JhYLmPsqwoVt4USwzHkkCW3hRLDMeSQJZNwKW2tuGkAgeeGfElLK6CbtVKhdMZcuKLTHpGK763U&_nc_ohc=0vcTwMNmzxcAX8JeSvV&_nc_ht=scontent.fhan2-4.fna&oh=03_AdTb0fpVLiopdiK0hbmtfUVpNSdP-gMjMKzpExwc2c6syQ&oe=6631F138 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/432900216_1176671076835164_678967233789728491_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG6Smh8R39cuNJzMp2YemHUQWlPcAzqxj9BaU9wDOrGPzylHRAddl4m9xI2JPIBMLmEUb9rC-79StlBe7gH4G1p&_nc_ohc=E4h81SbFShgAX_N67AU&_nc_ht=scontent.fhan2-5.fna&oh=03_AdQUyXEOyK68_sECjuH0ZZIvNjHQg23Qrjm4E5FmDnDmOQ&oe=6631E600 
https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/431000053_817770183719131_1137725745076243846_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHJnYgUhOQYYVZY6sWqP0L7guEV22n9DheC4RXbaf0OF1MzLbmgpjWAcY6Y_fPVeZFyaSHNoFZFgBffKOCUAp0v&_nc_ohc=IV0J5UtW8qsAX-Yyq9Z&_nc_ht=scontent.fhan2-4.fna&oh=03_AdQlsZU51U0DEondDqvRgkHvtSkUH468Y55B8r4HtI0CrQ&oe=6631EE9B ",,,,Đạt,Duyệt
2024/03/15,FP - ShowBeat,Phương Nga Lê,🔥Sơn Tùng-Thiều Bảo Trâm version Hàn Quốc gọi tên Ryu Jun Yeol và Hyeri 🥹,"https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/431069847_3723684464620332_7396655401788954506_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHdVs2emHDisfkgMX2p0cafSLPmfwfZIiFIs-Z_B9kiISMjdVP65RCKS_DcgH44UNUcZ8e0IG0i6j8trupEZQAr&_nc_ohc=Vy20he0YVKEAX8Q4g4C&_nc_ht=scontent.fhan2-3.fna&oh=03_AdSzXE9GnPSb3OrofE_-UidRDF8uGivpAYYEhv5S89Or1w&oe=6631CF33 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/431199484_1323627191648636_837536581081103243_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEb-f4mCwbD_W1rldDyZM_Vv56ky3bMTXi_nqTLdsxNeOudtU87rZ7nEZXsCzDQp59XzrTfj2PTFzs7KTiA-W2C&_nc_ohc=DJ9Ls98ZE1UAX-g1DFj&_nc_ht=scontent.fhan2-5.fna&oh=03_AdQd3cLHjbD_ZL-7x2y7fU7bepo-Xs41rOHVKYh59vFo0Q&oe=6631DA89 
https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/431145050_1503754997150320_2701108922606404612_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGThE9JkdTN1MBKZsTPE-HPeXJT9YxZciV5clP1jFlyJRPIjEYOSeNWGMhi8ujPWnSZoqCGN6VDIydUDWmiOCdc&_nc_ohc=LK61GyZE_F0AX9dscRS&_nc_ht=scontent.fhan20-1.fna&oh=03_AdRUCICjc-Rgh9riRBTUMT__eJ8YzQLMbLJ6c6vdOwfsLw&oe=6631DC34 ",,,,Đạt,Duyệt
2024/03/15,FP - ShowBeat,Phương Nga Lê,Khum ai cả: Công ty quản lý của Trang Pháp và Chi Pu: *tối không ngủ được bốt phóc nghệ sĩ ăn nhiều*,https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/431282449_888606386337613_1783298757056637020_n.png?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeE5VVK4BgQPsPq8Hj7hkSkXm1G6Xar_VEebUbpdqv9UR4AW0E06G44ybt4mlaToJqV7lM8dtaAUN62FStUjH0RT&_nc_ohc=dF7hPtAhCFcAX8ddpt0&_nc_ht=scontent.fhan20-1.fna&oh=03_AdQ3XMhAaLv0avjLGekGgNYv3VRAn7qOE4w0ZDn-838rgQ&oe=6631FBD3 ,,,,Đạt,Duyệt
2024/03/14,FP - ShowBeat,Phương Nga Lê,Khi bạn gặp được người muốn nói chuyện cả đời thì bị gia đình ngăn cản 🥲,https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/423944046_2121292471569949_7796280524738070288_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGTR4nAocRjeq0OY6JsHdN5p_Te-vN4haan9N7683iFpuX30H5GmE7bSqLBwWI_jHZJWHQJDnaZDQUXXjzEb1rR&_nc_ohc=dUWykqD3VpMAX8bDz1b&_nc_ht=scontent.fhan2-4.fna&oh=03_AdSmWC_0pzy8R7Q492CeNnV0NbXrpfQnjKOtWoyMCx8Iiw&oe=663201EB ,,,,Bách,Duyệt
2024/03/13,FP - ShowBeat,Phương Nga Lê,"🔥Căng: Thêm 1 idol đam mê sáng tác mà không biết nốt, chỉ biết nhá nha nhà nhưng fan rất mê🫶  🎶""Four,three nha nhá nha nhà  Two,Two,three nha nhá nha nhà  Four,five,six ná na nà  Four,five,six ná na nà Ten,nine na na...""","https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/430311524_924086935884988_8147174793747289013_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHGXwZYLwlHVVQNdKX8VKct8AqCz7gsuZvwCoLPuCy5mwVVs_mmVfqFHFlS91p0xOm-4Ck7_dX4hrj8YguAXqbd&_nc_ohc=mKiwUz5z-hsAX-3Y3gj&_nc_ht=scontent.fhan20-1.fna&oh=03_AdTf_JJxyGbYHEHlwRs9ohIU689UWc49hYcklk-li5X21w&oe=6631E0AC 
https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/430874841_1106977503691351_1252414829939615026_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFxpV7WTq8SDvScklbQy3RHpeKeFrAHgDil4p4WsAeAOBrQqgGc_MwnVBeUj9nSq2cQtnVZyTJvKZ6BLIKZpkn0&_nc_ohc=h1TjQEgb0LcAX9H9dzD&_nc_ht=scontent.fhan20-1.fna&oh=03_AdRtKVfuTj_WdryYgLfoZh7Q7jKx4s7ha6_kqqA8qsZ0IQ&oe=6631F21B 
https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/430311524_1121206805682894_6095854271404753779_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHndSQNzS9J5PkxyjIORZVILs80bZHzHlcuzzRtkfMeV7ctVM78vTLBh-ZMm0PWjEI0ZUPvTmXn45wMaVoylVIi&_nc_ohc=UvJigbYwPF0AX9ny6GF&_nc_ht=scontent.fhan2-3.fna&oh=03_AdQw02WjKV1BGaa6XxSdt2xrCNAvhTJlNi0tRA7BAAWCwg&oe=6631DB32 
https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/430986790_376444698527065_270180053336980565_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEFNFYLX8L3muoAWqLW3ZC2KTwHG_br4PIpPAcb9uvg8gQbFBN8ZLnxlJSLAh6Nxy8TIDNAz9YmCqO4HsNT1he4&_nc_ohc=Tcs-v3d7BUMAX_S-UWz&_nc_ht=scontent.fhan2-3.fna&oh=03_AdS8Gmqg3lW3eUrHI2Znr6cnXkoVELw0xfw7IL5WBGMyhg&oe=6631FFF6 
https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/418723911_1579395402828099_2941835906447229370_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGZJ1z9wBleX76YplbNu6vK1HJGlAkhUKfUckaUCSFQp5yN5hkFRMYLw01yvTmvYEjtfOwl_t9DJzHRMXJ9xg6Q&_nc_ohc=-xMVt6a2C-0AX9NgxT8&_nc_ht=scontent.fhan2-5.fna&oh=03_AdSsbAFnhdCNuoBy_xKuHyDXIY3WftkEcA6uIGYWfiMD4A&oe=6631E376 ",,,,Đạt,Duyệt
2024/03/13,FP - ShowBeat,Phương Nga Lê,"Hết mình lao vào sào huyệt của ViruSs để bảo vệ anh, mà nhắn tin thì anh làm lơ 🥲",https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/431300072_3569383943312162_4594285235599615744_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEXSV2KgRT-1-CeAZJfLYdnaWLLO4JPUdNpYss7gk9R081D1B9hHZ7cpq1kM5Rg-Z-AeWyKaqSOsX4Rcg9w94ek&_nc_ohc=NE_-MX-KXooAX-ii0Qj&_nc_ht=scontent.fhan2-4.fna&oh=03_AdSKjHOROFvVGeBjT8tSlgrlss0xXwapi5DblVPibPf5pg&oe=6631D211 ,,,,Bách,Duyệt
