time,,sender_name,content,photos,,videos,link,kdv,,,
2024/03/24,FP - Sài Gòn nghenn,Đồng Lan Phương,Ba con kêu dắt xe về ba sửa 🥹,https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/433243072_699985628745826_8984056684993796301_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeH3tkl8HfhGoFDbM0utc5fqIVa-5yFRFDkhVr7nIVEUOdxomRd7c1NNeBTYLZGPOh6WwN4Nk7146m-tNnYKmqvy&_nc_ohc=-TKBQ7-lczkAX8SxG8s&_nc_ht=scontent.fhan14-5.fna&oh=03_AdSNPhNd-1XOuSK-57s7lBsSZgg_PkymCONB5p6SUzCIbA&oe=662DCDF2 ,,,,Đạt,Duyệt,,
2024/03/23,FP - Sài Gòn nghenn,Đồng Lan Phương,"Chú Ninh, đại ca sữa bột và hộp sữa của ảnh đá có mặt tại Lê Lợi. Các bà đã đến đông đủ họp công ty chưa??",https://scontent.fhan14-2.fna.fbcdn.net/v/t1.15752-9/433231376_377790978432337_2642723092832988338_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEEMY0IMGZW76c46M01o486_TTZVqKP5-v9NNlWoo_n6wF5mWXKymj2K4JcoM_FQ18SBZh-P9Ahyd0Ch-NjcEYg&_nc_ohc=ZUkcr6bFvRkAX8gOS4z&_nc_ht=scontent.fhan14-2.fna&oh=03_AdSh4qQxkCnrhdtE0WfeGc6U2dfBFb8jzGf8wcvAHYnDVQ&oe=662DD0B9 ,,,,Đạt,Duyệt,,
2024/03/23,FP - Sài Gòn nghenn,Đồng Lan Phương,Tại con hết tiềng 😭😭,https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/433475547_742127811394046_8564283088796429479_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGKn6yWYpeQeGjII19D3fn9JvYUyq6E91Mm9hTKroT3U_BJBpLq0xcoVwB6LQfDuEeCHPR6i03hKtmQFLqsGx_n&_nc_ohc=txettHinro0AX9AXWjt&_nc_oc=AdiQqu8voFN0rRMIoUWuZxzOj00JZIRmUq7L_JvTW1UbiYeEOQm0R_9z6JgC5s0I9ho&_nc_ht=scontent.fhan14-5.fna&oh=03_AdQDrj-6I7d5V5ykHa2FRYMLB078JQMqes6J5NeoiR2UmA&oe=662DCEE0 ,,,,Đạt,Duyệt,,
2024/03/23,FP - Sài Gòn nghenn,Bánh Bòa,"Người ta đi làm vì ở nhà buồn , còn mình đi làm vì ở nhà là đói chet :)",https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/433913704_693387282766898_6794947355148257538_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeE9-xoOOJ7yBXMnrA-hIaXLjexqls0igb-N7GqWzSKBvw6jlzRyz6RAP6cPchhtmFUUNK4TPmRbFau8qr0_fDVM&_nc_ohc=Y2559oUGwzwAX_qU1vE&_nc_ht=scontent.fhan14-1.fna&oh=03_AdRvBSkgb9AJ6KGgOmDac6TsmMxDNb3ZmdzVAXBHkJ4KMw&oe=662DE81C ,,,,Bách,Duyệt,,
2024/03/23,FP - Sài Gòn nghenn,Bánh Bòa,"“Bức ảnh này tại quán cơm chay Thiên Phước 5000 đồng, địa chỉ 62 Nguyễn Chí Thanh, Phường 16, Quận 11, Saigon.”  “Một người đàn bà lượm ve chai bước vào quán với bao gạo và chai dầu ăn. Chị mang ơn quán cơm này vì đã cứu chị rất nhiều bữa đói. Chị nghèo khó nhưng không quên ơn, gom góp từng đồng! Cuối năm, chị dành mua 1 bao gạo và 1 chai dầu tặng lại quán để có thể giúp thêm những người khốn khó khác”.  (Sưu tầm)",https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/433970974_1551495218751326_779533125284263081_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEouQudDZM5gYzDX_maJdSuWyUIKZZ7BhxbJQgplnsGHFN3226HemIij2rstk77ZU2uQkD1PrnpnhJy7F3V9XIA&_nc_ohc=1bwJtfUtkvIAX8xgE7e&_nc_ht=scontent.fhan14-3.fna&oh=03_AdQB2g9HC99gRwiTi4GVEyT-XOioqTCiiR8u0qWmAp0VAw&oe=662DCD44 ,,,,Bách,Duyệt,,
2024/03/23,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,https://www.facebook.com/100045174480520/posts/pfbid0LHkN9VxLxGYBJKcowUxtfro4ETtJYGepUE8BnC3ce5TpQp1vRS5e9yfr4kSyUUbPl/?,,,,,Bách,Duyệt,,
2024/03/23,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,Bài học cột sống 😉,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/431850789_1879122432490971_4354135315829956561_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeH7ZRW-cjFbPBqw1pl71PzdJBEPIKKY0WskEQ8gopjRa_5uH79KzqbHxemjUvFJT6Q2rapgMQBvIxr3qxEYZl3b&_nc_ohc=iuN4zmkyV4YAX9EQjgu&_nc_ht=scontent.fhan14-1.fna&oh=03_AdQfJwM6jVDQw9UwSoteS0Ta03T60ioNtNA5eaHIiPM6cA&oe=662DD903 ,,,,Đạt,Duyệt,,
2024/03/23,FP - Sài Gòn nghenn,Đồng Lan Phương,Đúng quá cãi hong nổi 🥺🥺,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/433353049_1910178639413629_3562285386469575855_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEHVTQ-WsaSiRV6wWTdLl9Fipjh-CIsCmeKmOH4IiwKZ1beTQr3oqm5RwAXZQ3K9nUYY58sXl8of0oS9R_-o9Oq&_nc_ohc=2-p4oY0ychsAX_0sgjM&_nc_ht=scontent.fhan14-1.fna&oh=03_AdTqHEZe22-JgHZe4bENNeDPHq8LFHVTGK4fJOu2tHDaRA&oe=662DDA26 ,,,,Đạt,Duyệt,,
2024/03/23,FP - Sài Gòn nghenn,Đồng Lan Phương,"Du lịch ngủ cũng được chỉ ra là một trong những xu hướng du lịch lớn nhất trong năm 2024.  Đứng ở vị trí thứ nhất là Trung Quốc đại lục với số người bình chọn 83%. Hong Kong đứng thứ hai với 76%, tiếp đến là Thái Lan (75%), Hàn Quốc (70%), Ấn Độ (68%), Singapore và Việt Nam (67%), Đài Loan (55%), Ausrtalia (53%) và Nhật Bản (51%).  Theo VN Express",,,,,Đạt,Duyệt,,
2024/03/23,FP - Sài Gòn nghenn,Đồng Lan Phương,Thì ra mình không cô đơn 😍 67% khách Việt Nam đi du lich chỉ để ngủ 😴😴,,,,,Đạt,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Đồng Lan Phương,Giữa một đồng nhà trắng mà hong biết nào nhà chị 🥹🥹,https://drive.google.com/thumbnail?id=13s-Lkdy9ay761CYV3v7urknV5EOQ3JQp,,,https://drive.google.com/file/d/13s-Lkdy9ay761CYV3v7urknV5EOQ3JQp/view?usp=sharing,Bách,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Bánh Bòa,"Sài Gòn hôm nay ôm tui...   Chuyện là ghé quán 2 anh ăn bún bòa, xong lúc tui bắt xe 2 ảnh hỏi tui uống trà tắc nóng hong ảnh pha cho.   Tui lúc đó đơ ngang luôn á. Xong ảnh kêu chứ nãy giờ chị có ăn gì đâu. Thì tui bỏ mứa thiệt, cũng có nửa tô hơn hà, mặc dù ngon lắm luôn.   Dậy đó, cái ảnh hỏi tui quài. Ảnh nói nhìn tui mệt quá chời. Gòi tui nghe vậy cái yếu đuối ngang luôn. Mạnh dạng xin 1 ly liền chứ sao hong.   Người gì dễ thương không chịu nỗi. Tối nay tui đỡ mệt hẳn 🥺🥺🥺",https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/433962690_1507888303413360_4963080615089756865_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHFVRfiAtBYyYhsvog8RfSuu0rX8c2ecH67StfxzZ5wfgAZS6t97XUFgUlqrVyloAoSjpfpErl9FVr4oPEs3EcK&_nc_ohc=VryDtFebi4EAX9M9Zo4&_nc_oc=Adjd41xY-Q6cOSn78FSjPItM4-KzgeJT-XdjGjzXYsxymuOn-wBFkJFEMWKpENl1pkY&_nc_ht=scontent.fhan14-3.fna&oh=03_AdRMrAIwW8tgx5CNUfpP2JVchZUr2JhmI4SuJDzi97B-YA&oe=662DD646 ,,,,Bách,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Đồng Lan Phương,"- Anh ơi, nay Sài Gòn nóng ghê á 🥺 - Tối mà vẫn nực ha - Bé khát trà sữa 🥺🥺 - Dạ gòi để con qua chở mẹ ☺️  📸: tevenkramer",,,,,Đạt,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Đồng Lan Phương,- Anh ơi 🥺 - Sao á bé - Bé khát trà sữa 🥺🥺 - Gòi để con qua chở mẹ ☺️  📸: Thanh Sowm,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.15752-9/433180462_1092317622044480_1343661482820726154_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHg-DGTX9dHKv0Olu7LYz8JqXAIMoskJBOpcAgyiyQkEzFQ6m7czDlH2_heoVGXh3AY-QMsnYRKdo1LQGlaj0DZ&_nc_ohc=f2qksQE1wNgAX-IBcjw&_nc_ht=scontent.fhan14-4.fna&oh=03_AdS4yIjSwa0JWcS1_e1LpvCAXsp2xBJJAlNMT7tXgJDZrg&oe=662DD9F3 ,,,,Đạt,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,"Mới hôm nay tại vòng xoay Lý Thái Tổ, đoán xem ai là người bùn nhất 😂",https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/433766291_1050302932741060_7082401614523825672_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGk1zv7cwAMbG-IezW3nqVjcQR60GeG4RFxBHrQZ4bhETrLGZzTh4f4ai5o5Z_b75sH0A4Z5pRC4hi23qUy38xE&_nc_ohc=gt95VxdRNz8AX-V4efe&_nc_ht=scontent.fhan14-3.fna&oh=03_AdSQ9-CJKf01TL30DYdH4mayGP13OlAR48aD7UJtcagl4A&oe=662DC1DB ,,,,Đạt,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,"Xin thông báo, mùa Kèn Hồng ở Sài Gòn đến rồi   Chờ mãi cũng đến ngày mà hoa kèn hồng nở rộ, nhuộm sắc hồng lãng mạng cả một cung đường, lãng mạn và đẹp biết bao.  Lựa hôm Sài Gòn mát mẻ mình chọn một bộ thiệt xinh, check in liền nè mấy ní ơi","https://scontent.fhan14-2.fna.fbcdn.net/v/t1.15752-9/433563380_294902746779852_7627928805777210583_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHUK13WOvSCdwElPK5jEfc_Puq0PZ5nPl8-6rQ9nmc-XwcriKEpuKOLeLldZ9xsUqbbClf263wmMcP5plKq1_eh&_nc_ohc=u8COq75LliUAX86vpJ6&_nc_ht=scontent.fhan14-2.fna&oh=03_AdT0MHpv-TZO88D2Mlgm5AweFkU0qJ6g3wuonuaAz9iUPQ&oe=662DEB7C 
https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/431280704_437975938792311_8823146419421127936_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHhleo_ZQ4M0v3h4pApVwi_jEvsuOaziMKMS-y45rOIwjPpFI111oV2kF5KU2DfRXXkCVsyxmpj9lfqdn_KmtCK&_nc_ohc=BdKq7xZtoiQAX_mtkP2&_nc_ht=scontent.fhan14-1.fna&oh=03_AdR3ZecsOvnFxXIg4KYFAeJ7xH8UtZtx7lcCrTQAH4Q0QA&oe=662DC658 
https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/431041641_1767551680401180_1224671501268918683_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFmx6g5B150eQLRt1azSlCPy6yqg36vLl7LrKqDfq8uXrEhmJDuhH7Ck8ndXuqnSeWJ-k-DT94M9Wrc9tSmSaXo&_nc_ohc=XmUD3dz-BnAAX_WWuur&_nc_ht=scontent.fhan14-3.fna&oh=03_AdToM2EccJNYnBZSZkUajqTrB7epcWCr2WBjCpiWTSnlrQ&oe=662DE6E7 
https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/433518443_762024972564996_3917289127812345702_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHzJqqFuMAjFkvO18K8mQa4lc7FYiu3FsGVzsViK7cWwdnrn7EqR-aQUCjcJHwGbxOFnIaVrbhoBK_KghQbSu5-&_nc_ohc=zTw2oERlgNoAX9vGSnd&_nc_ht=scontent.fhan14-1.fna&oh=03_AdSt49H7MBPR4Mqr52ROLqG9VdIYrhr-JWCKn4t9yxlR8g&oe=662DD781 
https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/431151343_3031788453621853_9055638205286530780_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHntg7lBiDBBXobY6bMiA1tauibSauAzp5q6JtJq4DOnmGyqJDlyA9UqubO5r9IeUaIYHnZ5p0ImiOZVq-LIiDN&_nc_ohc=NXDJNbjOX0YAX9vnYyN&_nc_ht=scontent.fhan14-5.fna&oh=03_AdQVRD-OS138jPyVGyYpsLz270Y4GHiZA69Nbdy1CZ1s5Q&oe=662DE9C7 
https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/431148367_797573932306404_8462389939231844385_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHriECsT15NwtcZVBsd4PWPi8Cr6iTgig-LwKvqJOCKD03ZBtmzbQ14rl9o5vErNUxO_ZHCle4iLtBlJfHxWJqc&_nc_ohc=IwgyTS3O3iAAX8tU1Dt&_nc_ht=scontent.fhan14-1.fna&oh=03_AdQLhO8Ms9WuvfnZCAfk4cAzY_a4o_C0WgP7s1o17iqjvw&oe=662DC9DA ",,,,Đạt,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Đồng Lan Phương,Chạy vỏ lãi mà đội nón bảo hiểm là bao uy tín rồi nha anh em 😎,https://drive.google.com/thumbnail?id=13s-Lkdy9ay761CYV3v7urknV5EOQ3JQp,,,https://drive.google.com/file/d/13s-Lkdy9ay761CYV3v7urknV5EOQ3JQp/view?usp=sharing,Bách,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,Trên chuyến xe ấy có bạn và tôi 😂,https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/431214691_2794419734052282_1772818208499461316_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeErPZ9xo4ikhT8O51yR1YSSBh-DiUF_ZqkGH4OJQX9mqTJTrIIJtNkmiPMNUyo64B48VAcfyxH0MO_UKRSXSmhl&_nc_ohc=yka5mmgDeZkAX-g5JZj&_nc_ht=scontent.fhan14-5.fna&oh=03_AdTJaYuTvMKxxl-oeHSt9fDLyrybH-He--kpKuUzXk9Biw&oe=662DC429 ,,,,Đạt,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,"Hợp lý nè, biết là mưu sinh nhưng mà cũng gây mất an toàn giao thông lắm  Đội CSGT An Sương, thuộc Phòng CSGT (PC08, Công an TP.HCM) đang tăng cường công tác tuần tra, xử lý nghiêm các trường hợp vi phạm luật giao thông, trong đó có nhiều xe ôm công nghệ, shipper. Các lỗi mà CSGT phạt xe ôm công nghệ, shipper chủ yếu như: sử dụng điện thoại di động khi điều khiển xe, đi ngược chiều ở đường một chiều, lưu thông vào đường cấm, xếp hàng hóa vượt quá giới hạn quy định, không chấp hành hiệu lệnh đèn tín hiệu giao thông… Việc xử phạt nhằm hạn chế những tình huống mất tập trung do quá chú ý vào điện thoại và gây tai nạn. Anh em shipper chú ý để tránh mất tiền nha, cũng đảm bảo an toàn cho mình nữa, an toàn thì mới kiếm cơm được. đúng hong nè.  | Vĩnh Theo Thanh Niên",https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/431153799_1338404443499012_3861193831158816643_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFjUSbEtBypNxUrbyP4EuzIIWWFa9TpcbAhZYVr1OlxsM0K1X-lX_ZgT6_QKDJx2aNyGRSZusRGFd8q25_vRouG&_nc_ohc=6-9GALaukmkAX-WXOmK&_nc_oc=AdgED2OTEzI9S-poCzY_AxZAaWG10aIsYxQxO8HKB4CmhpLZArwj3URHCmKlrc-jkz8&_nc_ht=scontent.fhan14-1.fna&oh=03_AdRzFhGSbi9_o4YY37TNLlub5CusGSpXW-v_ZUiUTiWL8Q&oe=662DCBBC ,,,,Đạt,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Bánh Bòa,Cái vì vị 🤡,,,https://video.fhan14-1.fna.fbcdn.net/v/t42.3356-2/433856946_7233382503411245_7645136457972404332_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=4f86bc&_nc_eui2=AeEoLOKKTvLwim9zUM1gizwlWrp_D-JCTxJaun8P4kJPEk4yXHWRIXqCxP-qv5bVppnVR4NHfujbDmxyMRRQpKvw&_nc_ohc=U8fn2vc-ScIAX-sZOPW&_nc_ht=video.fhan14-1.fna&oh=03_AdRv0rwo3K4x5jZI97RpSkACPOr5l2Yf-UAlLVN7CHMwpA&oe=6607E928&dl=1 ,,Đạt,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Đồng Lan Phương,Nhưng con đợi đèn đỏ Mai Chí Thọ 😭😭,https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/433122638_792192986107773_2189478247882985412_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFflZ0q09ecESphm76kbfqv6Cc8ihn-LuDoJzyKGf4u4MygjzYCtiugJOi9bLIUrjpRgcWb4CKyPWsm_wGiqqgU&_nc_ohc=t50fymzBas4AX9b74Mx&_nc_ht=scontent.fhan14-5.fna&oh=03_AdSS3D9ctxe1jmQZG1InjQ7rHJ9am1PBazm-ne02pNOslQ&oe=662DD3B3 ,,,,Bách,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Đồng Lan Phương,https://vt.tiktok.com/ZSFHb9aVF/,,,,https://vt.tiktok.com/ZSFHb9aVF/,Bách,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Đồng Lan Phương,"Tư liệu lịch sử, hóng kết quả để 10 năm sau tui kể cho con cháu 🤣🤣",,,,,Bách,Duyệt,,
2024/03/22,FP - Sài Gòn nghenn,Đồng Lan Phương,Sài Gòn lạnh dữ 🥶 Mới dậy mà tưởng ở Đà Lạt hong á ✨,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/433315009_948326146667918_5163356284139316319_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHOK_Eq6KxcyCIuIfcBctJ9sZARj1hTAh2xkBGPWFMCHboftvdXhXcD25VdK38c9OzzyuG1EgxDYs9PvXNg5TXu&_nc_ohc=wYZz5qyJXGsAX_k_25d&_nc_ht=scontent.fhan14-1.fna&oh=03_AdT9uU3F0OkfFAWrmbzfDuKbDm17oQeXWp_deTWM2Pe86w&oe=662DC213 ,,,,Bách,Duyệt,,
2024/03/21,FP - Sài Gòn nghenn,Đồng Lan Phương,Gòi xog Indo 1-0 VN 🥺,,,,,Bách,Duyệt,,
2024/03/21,FP - Sài Gòn nghenn,Đồng Lan Phương,"Xin từ chối mọi kèo dạo đêm, nhậu xa. Chở thì đi 🥺",https://scontent.fhan14-4.fna.fbcdn.net/v/t1.15752-9/433373818_764713702294973_552133232818202543_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHX2PXQm-Lhu2KwFXaDeDIWVMfNQeISYZFUx81B4hJhkTiV8RN7ojFp9_XaF_lk3ty9Bd2WRKMRoH2MSgnkWyDK&_nc_ohc=GaKJQssgQ0gAX9oU_2D&_nc_ht=scontent.fhan14-4.fna&oh=03_AdTQBkhBkFTDDdu0Pr2Jzt6AA9mAZeFn37Zk2zs_veSr3g&oe=662DF1C9 ,,,,Đạt,Duyệt,,
2024/03/21,FP - Sài Gòn nghenn,Đồng Lan Phương,Tuyến METRO Bến Thành - Suối Tiên  Mặc dù thi công hẹn lên hẹn xuống nhưng phải công nhận ẻm đẹp má hú lun á ☺️  📸: TieuLong Photography,"https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/431116997_456688036786192_7954669840824470075_n.png?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHnfGdgUW0-nDIjArZJxvK7FW9_v70e4EYVb3-_vR7gRkjCWBqve09T2P-yW4KP9GxLQt21Vu0VksK3rm3dnlLE&_nc_ohc=24WIrDYh0HMAX9NDhJ_&_nc_oc=AdhXN68B65TeAgNyPsJypo3QNCEyNVVX1K6Xb3HLUo1f0lpw3kDt3_5qaHcEaZQqF5Q&_nc_ht=scontent.fhan14-3.fna&oh=03_AdSvM_6Itx-oo0FrpJUjGzLPmcZwVCijWewrlVVUGMNJrw&oe=662DD18C 
https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/431358952_422817753472092_5713348349613433135_n.png?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHfghIC1LB5SjH2lpnl8GKIDh_W7R21akUOH9btHbVqRcqGqpFLI4dwV-BBljUUMLM5WCjsLjCwCt4Je9w1E1MH&_nc_ohc=QZm9nu3GHf8AX_d3x2k&_nc_ht=scontent.fhan14-5.fna&oh=03_AdTZp7maWavnw5O8quOrY2HXM4xvLzrI-GDCEqnq1sebuA&oe=662DF610 
https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/431486347_388037797356624_8037929141480004946_n.png?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEKeCAs5AY6aAUtMz5EgfXMuSRKIudyoce5JEoi53KhxzmPTV7hchiZl179LK6AUetgylpcWovvhRJh1FtZ-qIC&_nc_ohc=w-Trn6B5bAkAX_oF1fg&_nc_ht=scontent.fhan14-3.fna&oh=03_AdT2_JJmJGo9_-lTnEzh4DcmC913rloIZM2asUrSDYL5fw&oe=662DCC70 
https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/431148151_923919559112803_4223484175514542394_n.png?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHtPjfJxwmewotIgVus4Ae9Wfhd2_anXPxZ-F3b9qdc_Crug2UsxgvfegOABj3SHYOWJIsPN5vGJ8U7m6V4Yw5U&_nc_ohc=HSJV1sy-TogAX_FTQ_D&_nc_ht=scontent.fhan14-3.fna&oh=03_AdSR__2RuyN_AQveM-JGErCW6qu8eL1ttXghN8nORBMi_w&oe=662DC10E 
https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/431165025_1353951488604417_4246626585130961535_n.png?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG_0wVO7eV4xAYdesggzaAvLeA7EmoALkct4DsSagAuRwl76Zw2k7BQ801XmmXoEwSx5kUN4jD1LKnOp1x1a0kn&_nc_ohc=pS9nGvjo9tQAX-r8F0A&_nc_ht=scontent.fhan14-3.fna&oh=03_AdSwc8xDw5absg0VqtVbmzhyOjUSTFhemHez1GqjVJkb-w&oe=662DF077 
https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/431210733_966019127806725_4918093302194145407_n.png?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHmQlWWUdSfX4j8ukdNDt6xzB6cIf8XkTPMHpwh_xeRM3Xk2GPTGUCrjKL_pKx0PJ5APtLonYVvBZppo4L39CN_&_nc_ohc=XIX6u_4B0csAX-Zg9gt&_nc_ht=scontent.fhan14-5.fna&oh=03_AdRio5DYRWc9E6NZxnyxEtz-EeKs-C4e-AUJSO9craLreg&oe=662DE847 
https://scontent.fhan14-4.fna.fbcdn.net/v/t1.15752-9/431172648_791164029584089_2229727172810751588_n.png?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHgd3cOzx77H8CDjCidftOZChnbQqqPALwKGdtCqo8AvDxnMVGmFgamt1vTIr8FoizQNFwUr_GJ66q1CgVr6xMS&_nc_ohc=pZ053c4aCzgAX_yRe6p&_nc_ht=scontent.fhan14-4.fna&oh=03_AdSp5pELC99pJMha41aWf-y7F5OqRus0M-TT4Ije9Mn4Jg&oe=662DEB5C 
https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/431055646_807747764497497_6587916347034386006_n.png?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHdkPowGyKASVqdQynVXFOepUOzehuRMaGlQ7N6G5ExocildXNl0ruf2zMcRUXhbxPJpyro3i-yU35US9okzL-D&_nc_ohc=evEWrDBv4vQAX-HwRUn&_nc_ht=scontent.fhan14-1.fna&oh=03_AdRM55eYpUt2ReD_N6oeMrSu0aGiCQa1ntmX8USDvj3NBQ&oe=662DC5D1 ",,,,Bách,Duyệt,,
