time,,sender_name,content,photos,,videos,link,kdv,
2024/03/22,FP - Inside the Box,Nguyễn Đức Trọng,"Mình đi làm xa, vì không muốn bố mẹ ở nhà lo nên mình có ốm đau cũng chẳng bao giờ nói. Cứ nghĩ mỗi mình vậy, hóa ra mình giống bố…  Hai hôm nay mình bận quá quên gọi về nhà, lúc gọi thì mẹ nghe máy, bố chỉ ngồi chơi với cháu. Mình thấy là lạ, rồi lúc sau mẹ nói bố bị viêm phổi, hôm nay tiêm. Không nghĩ mấy hôm trước chỉ ho thôi mà lại thành vậy. Thế mà bố mẹ cũng chẳng nói gì với mình.  Đây cũng chẳng phải lần đầu, mấy lần bố mẹ ốm đều là như thế, hoặc là không nói gì, hoặc là đều bảo bị vậy thôi uống thuốc đỡ rồi, còn đi làm được thì cũng chẳng sao…  Mình cũng chỉ biết hỏi chuyện rồi lát sau bố ngủ thì mình gọi mẹ nói chuyện riêng, dặn dò các thứ.  Mình không biết có nhà ai giống bố mẹ mình không. Bố mẹ có chuyện gì đều chẳng muốn con cái phải biết, phải bận tâm, rồi chính mình cũng như thế, đều không muốn bố mẹ ở nhà phải lo lắng gì cả…  Ngày nhỏ ốm đau một chút đều muốn mọi người biết, để được thương, được chăm. Lớn rồi hóa ra bản thân mình không thể ốm một cách đơn giản như thế được nữa.  Bố mẹ mình chính là như thế, đều là phải mạnh khỏe, không chỉ cho bản thân, mà còn cho cả những người bên cạnh, dù chỉ là khỏe trong niềm tin như thế.  Hãy chăm gọi về nhà hơn, bạn nhé…  | aT",https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/430992229_435274222531123_6391218620698061188_n.png?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHN0JE7aYGRzu7m2NQROi4uRHBhOVwoPNZEcGE5XCg81veIgSFPmcH0k_xnBP-FhEqdgMs6Z-Yye9Dw1BElAS2O&_nc_ohc=r8BHRA3tkP8AX9tpbxN&_nc_ht=scontent.fhan14-1.fna&oh=03_AdTLJc1CWPXDlxqeRrq2g04ASas5UPK9TQB6-KHQMcWSIQ&oe=662DDB27 ,,,,Bách,Duyệt
2024/03/22,FP - Inside the Box,Nguyễn Đức Trọng,"Cuộc sống là vậy, đôi khi bạn sẽ thấy người khác đưa ra những quyết định thật khó hiểu. Như chuyện của Ngọt chẳng hạn.  Nhưng sau rất nhiều điều đã thấy, trước khi đánh giá chuyện của một người, tôi thường tự nhủ, có lẽ đằng sau mỗi quyết định khó hiểu ấy đều có lí do của nó, chắc hẳn người đưa ra không dễ dàng gì.  Lần cuối, vẫn là thứ gì đó rất khó để nói...",https://scontent.fhan14-2.fna.fbcdn.net/v/t1.15752-9/431014749_1883574048728558_4600553248005670113_n.png?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEopgdw-qU7z0vQRxbtKXnSLjyXVSPRPEouPJdVI9E8SsZSl4mUoWpyUHKA1zjh-bQxQA00OV9ito3venzOfEsr&_nc_ohc=_W7OSeyQykkAX8eMmah&_nc_ht=scontent.fhan14-2.fna&oh=03_AdTh5FqWJqkoaCDtwGihZev7rdRqpW5YXT5KObI-OMrBBg&oe=662DF287 ,,,,Bách,Duyệt
2024/03/21,FP - Inside the Box,Nguyễn Đức Trọng,"Nét vẽ cũ của sách tiểu học,  hoài niệm một thời...  Thời gian sẽ làm mọi thứ lùi lại, nhưng khi ngoảnh lại nhìn những trang sách, nét vẽ đầu đời, thật đúng là mọi chuyện chỉ mới như ngày hôm qua!  Đẹp và thật hoài niệm...  Ảnh: Sách Giáo Khoa tiểu học cũ, sưu tầm và chia sẻ lại bởi bạn Trần Nguyễn Ngọc Tiên","https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/430848181_441576495207284_4306653898093056865_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFjdVI-AWyBS8S10DbZF-BO9LrmdY_aLxT0uuZ1j9ovFM699HblMU7W-J3kaIYsQDIRaPZXlB0Tm9RwQW7eh7Tb&_nc_ohc=Gx0Oj-TpdREAX-KCfko&_nc_oc=AdhDxOvTtXqJQkpR0S_syLS-GXKNLuk8Nv6_uaYe3FoZy6_m7mxFGCHpJZ72xbi2q-s&_nc_ht=scontent.fhan14-1.fna&oh=03_AdTLz0FO1-vz7W-mWZ2V_s1RlykqobI7W3Y-dh1p0uwhpw&oe=662DE11A 
https://scontent.fhan14-2.fna.fbcdn.net/v/t1.15752-9/430947472_1070465844051852_1718621436624692688_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFPi7Yg714zkl6L-JfIRVfiJbLFO-Wn0-glssU75afT6D3KUwe8lj7-VUehdA4K1NtRy7iwomuG5wGRHnhmhxto&_nc_ohc=jykUol4ly70AX8BNUQI&_nc_ht=scontent.fhan14-2.fna&oh=03_AdRLdTWv7xORBX9F5ESbBa3bDul7ib_foO-p3eIrGk5cPA&oe=662DF5E0 
https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/431249444_1472670093608107_5242122068448762858_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHPvz4MwKyw6D7pl6sd8FIXzRrKGHWBI5HNGsoYdYEjkV_7vdCmtLVZpTyNS5Qu447zLPVlq2s0ZC4Uj5vO_AAl&_nc_ohc=QIC1ONr0fBoAX-LR9_o&_nc_ht=scontent.fhan14-5.fna&oh=03_AdTtjtiINnZ0hMrkZmO968gvo_rzBKgwhLQFmhds0D7QEA&oe=662DE0CE 
https://scontent.fhan14-2.fna.fbcdn.net/v/t1.15752-9/431178763_1124947685178244_1648432652429485317_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFWCpSmBoHnnHzU2ndRxLeIDIsvMoOVFaUMiy8yg5UVpQhnbs6AW8TXAf22JTwzwfK0P0Fif79qnYHeRI-59giN&_nc_ohc=bs7onUzs1q0AX8xY4az&_nc_oc=AdgfjvgEn4HbMsrBgFUW1oWXhimmRq6eVRUBXO14ZZMJ1pEgOTU7jXGC54-GFU3RPN0&_nc_ht=scontent.fhan14-2.fna&oh=03_AdT2iOrMBixtTUvgUTesR73H9TGYb2vqE0N0AHifZvic7A&oe=662DE5D0 
https://scontent.fhan14-4.fna.fbcdn.net/v/t1.15752-9/431981309_7548941038498135_1508855471185783959_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGiLBZJhRvD2Fkf6xyMXa0SKLxL2xs76j0ovEvbGzvqPTlqSw6h2E0Hu5xXdDFToGye6bbAOlrsFAEVnFlKIwuI&_nc_ohc=rXryWYHc7eYAX-GBdm2&_nc_ht=scontent.fhan14-4.fna&oh=03_AdSqr2rAD6bef3kEViAP7hcHkulsoV7lHQ4-kADO0q4oXw&oe=662DEDEF 
https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/317247711_491883049597001_6717752156797422440_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFsjL37aaLJURcfSEaCsCCTZ4iyVO1LgNJniLJU7UuA0t1nCZtq2DVthgmoPA-WLMHUNh9TNm4ByElbSn43bNgo&_nc_ohc=ZvZ4ZYiLcWsAX9HGbwq&_nc_ht=scontent.fhan14-3.fna&oh=03_AdQBZBl_oiyA2gjaXKj0xDllz5DHlP00xNj68_3IvHceSQ&oe=662DCC22 
https://scontent.fhan14-4.fna.fbcdn.net/v/t1.15752-9/432377390_427573316421525_1116233514064535378_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeE12RW-n7NOad5NO68RUHcJj4UOTWz1B66PhQ5NbPUHrpLWz1lE78ydfo4XbtY5qCy-eUbz8kTIAMTwE178nrxv&_nc_ohc=ZML1MkTduAIAX_b22UG&_nc_ht=scontent.fhan14-4.fna&oh=03_AdQdE0ScRht3gnLEOLD3dOy6B4I1BnGw6xEloS023fAKYg&oe=662DD390 
https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/273029363_657916318783023_3981184249130898292_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeE1W57iKV-jTceJnTvpKI1vcR0Fqu8yTNJxHQWq7zJM0uNcOQRZwBqSvz4p1VKTZc37ly9iiJQsHHTXlYJv3sPm&_nc_ohc=ztG13tKGvAYAX8Fn5iS&_nc_ht=scontent.fhan14-3.fna&oh=03_AdSCuM8kh25UKGnBlXfFkrwockO2FNAnu8_69fHZPyssMQ&oe=662DD2ED 
https://scontent.fhan14-2.fna.fbcdn.net/v/t1.15752-9/262428389_695115548134893_9044815900286115498_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeExM7EfajN7jUNd57P1SxigS7Mb_ghqLjtLsxv-CGouO_Ad9WtrchEL9eC7rpr-TCGci7CVqbhA7zUD-PHEufMH&_nc_ohc=QKtQ3X7aqfMAX80hk6H&_nc_ht=scontent.fhan14-2.fna&oh=03_AdRRsusyuSjNP_2W2KBNYTFBTBVvjdLRSEtUO-T14bOGlA&oe=662DF560 ",,,,Đạt,Duyệt
2024/03/21,FP - Inside the Box,Nguyễn Đức Trọng,"Một người bình thường có thể mạnh mẽ và lạc quan đến đâu?  Mong ông an nghỉ!   Ai ở Hà Nội có thể đã gặp hoặc nghe qua cụ ông bán bút bi dạo ở đầu Khâm Thiên, Xã Đàn khi dừng đèn đỏ. Cách đây mấy năm, hình ảnh ông bán bút bi được nhiều người biết đến trên mạng, vì ""dịch vụ 5 sao, mua bút tặng lời chúc may mắn"". Ông làm thơ bán bút  “Chung tay xây dựng tương lai, mua cây bút đẹp học tài làm nên. Trời xanh mây trắng nắng vàng, mua cây bút đẹp lại càng giỏi hơn…”   Ít ai biết rằng một mình ông phải bán bút bi dạo để nuôi một đứa cháu gái bị nhiễm chất độc màu da cam và chị gái đã cao tuổi. Ngày chỉ mong được một vài trăm để có đủ tiền cho ba người. Khó khăn là vậy nhưng khi mọi người có lòng cho tiền thì ông nhất định không nhận mà chỉ ai mua giúp ông thì ông mới bán, mới cầm tiền bán bút mà thôi, ông còn bán cho khách mua 10 tặng 1. Có người nói ông tăng giá bút cho có lãi, nhưng ông không, vì để giá thế nhiều người có thể mua được. Vì tuổi cao, sức yếu, hiện nay ông đã không còn nữa…   Ông ấy chỉ là một người bình thường như bao người, thậm chí còn nghèo hơn, khó khăn hơn nhiều người. Nhưng ông là một người chăm chỉ, tự dựa vào sức lao động của mình nuôi gia đình cho tới những ngày cuối cùng. Ông ấy là một người đàn ông tốt, một người mạnh mẽ, lạc quan giữa đời này.   Không chỉ thấy ông ấy là “người bình thường đẹp”, cả những người khách không có nhu cầu cũng mua bút ủng hộ ông, cũng là những “người bình thường đẹp” giữa đời này. Cảm ơn tấm lòng của mọi người bấy lâu nay.   Mong cho ông an nghỉ, mong rằng những gì tốt đẹp ông để lại ở phần đời kiếp này, sẽ còn mãi…  Ảnh: VnExpress, Dân Việt","https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/432866441_1473870966846060_6531157571589810677_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGDfOFf1BYtVabCAVpWy2i2YhJEyn0qn_xiEkTKfSqf_GCef10skv56v09JBEOf5vjifrVnJoTdznfoT2H6Qj92&_nc_ohc=CW8ZdjHz0H0AX9CHsMa&_nc_ht=scontent.fhan14-3.fna&oh=03_AdSDiEa_pXnyc1qAv5sAI2OCy9yFdOFwkUNhHXniGXbFhA&oe=662DD3F7 
https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/430895457_411476741584653_4271740493718349022_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHom_ZWw-Mgm2I8jL7_ANB9FsV3cJ20zQYWxXdwnbTNBuMMMk1814xovHJvONiCJtK-ej9o_YZ2BNp23ocXtJ8_&_nc_ohc=maDwFuCLLZcAX-N5dtq&_nc_ht=scontent.fhan14-5.fna&oh=03_AdRDZ_jvlxUrBIOyNtgIoFTeDyFcunF-D5AVT4H8K2MjWQ&oe=662DF0EB 
https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/434013423_1751044575390580_4530712985535136556_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEXHPCR2hH02HMVywthCPOQ-_oViX7Ov0P7-hWJfs6_Qwc8DO46J3AKHlzd1GaB-oqyzAIak3fR9-lnSBQ5D0Py&_nc_ohc=Qymip10dHqsAX_Xl1Y1&_nc_ht=scontent.fhan14-5.fna&oh=03_AdTyhuO8PTIBHLYGATTM727t144cP2gGWgqTSMKpyPHrzQ&oe=662DD2E5 
https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/433079663_1551526702090328_87280994251488374_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHM5ZKkVW48i4T49P3vLtlQwV2o4vRmgGzBXaji9GaAbJuwzQwW-pT-2rkWHDT21oOePVRiVjzyQHVQwbXaWQ69&_nc_ohc=ALDioCcShoQAX8WGXZJ&_nc_ht=scontent.fhan14-1.fna&oh=03_AdSbwJs5z-DZNeFBu-9O5ghttnkp5Hcc9ayi-_nPHhE3bg&oe=662DE729 ",,,,Bách,Duyệt
2024/03/20,FP - Inside the Box,Hoàng Tùng,https://drive.google.com/file/d/1pTEZH0T3OeB1q3VP_MwM2KROL7M_I3y-/view?usp=drive_link,https://drive.google.com/thumbnail?id=1pTEZH0T3OeB1q3VP_MwM2KROL7M_I3y-,,,https://drive.google.com/file/d/1pTEZH0T3OeB1q3VP_MwM2KROL7M_I3y-/view?usp=drive_link,Đạt,Duyệt
2024/03/20,FP - Inside the Box,Nguyễn Đức Trọng,"Quốc tế Hạnh phúc, cảm ơn chính bản thân mình! Vì có những ngày mệt mỏi rã rời, sau một đêm dài suy nghĩ, trong lòng tan nát khó chịu, mình vẫn gắng gượng thức dậy để đi học, đi làm. Biết ơn bản thân mình. Vì từng có một khoảng thời gian trong đời, hay thậm chí ngay cả lúc này đây, mình không biết cuộc đời sẽ đi về đâu, nhưng vẫn cứ đi tiếp được. Cảm ơn. Vì mình từng nghĩ sẽ không thể sống thiếu một người nào đó, nhưng rồi khi họ rời xa, mình vẫn sống, thậm chí còn tốt hơn. Vì có khi khó khăn mình đã nghĩ sẽ từ bỏ, nhưng rồi mình vẫn theo đuổi điều nó tới cùng, dù kết quả có thế nào đi nữa. Vì những lỗi lầm trong quá khứ, đã cho mình bài học để bây giờ lớn hơn, hiểu đời hơn, sống tốt hơn. Cảm ơn bản thân mình. Vì những điều nhỏ nhặt đã làm được cho chính mình: Một món quà nhỏ, một bộ đồ đẹp, một chuyến đi chơi, một ngày nghỉ ngơi ngắn ngủi... Cảm ơn bản thân mỗi ngày, để biết rằng mình vẫn đang tiếp tục, mình đang sống tốt, mình sẽ bình yên. Vì sao ư? Chẳng vì sao cả, có thể đơn giản là vì chúng ta, xứng đáng được như thế, thôi, nhỉ?   | aT",https://scontent.fhan14-4.fna.fbcdn.net/v/t1.15752-9/432110744_1153480132577110_613541276282357777_n.png?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEevuWhmJk9n4g17lUXQAJgLM4o_3OwgLwszij_c7CAvEEzExbg6RnKvaBfkUlCgnQ11Mm8O0oWXAgdAvICcWfE&_nc_ohc=PAu1ekh8DscAX-YjoAm&_nc_ht=scontent.fhan14-4.fna&oh=03_AdSISbmPFUOyXf3HVy-NZqvbOY6yTGlWJDUVx85Bwlv-Bw&oe=662DE4F3 ,,,,Đạt,Duyệt
2024/03/20,FP - Inside the Box,Nguyễn Đức Trọng,Đổi logo sang trái hii,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/431979896_1428200017801144_8891727674873380571_n.png?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEn3i0gfYBrNDegb8Tcg5RPYKqrWFHlc2JgqqtYUeVzYmznGCOa41g0HV7LxWowbABta07ryzb_9Ou2k9CisKLA&_nc_ohc=naUxqmh6o-4AX-gvz2b&_nc_ht=scontent.fhan14-3.fna&oh=03_AdQj6Cn_Y6OCE6vQwmUxCHSos1Zk-M4M64NM64O7GXHXTQ&oe=662DCB0E ,,,,Bách,Duyệt
2024/03/20,FP - Inside the Box,Nguyễn Đức Trọng,"Đôi khi những câu nói nghe bình thường nhưng lại trở thành gánh nặng với mẹ mới sinh…  Phải thực sự trải qua mới có thể hiểu hết cảm giác của người mẹ lúc ấy…  Sau khi sinh con là khoảng thời gian mẹ cần được quan tâm chăm sóc nhất, nhạy cảm nhất. Thế nên có những câu nói nghe bình thường “chẳng có ý” gì đâu, nhưng lại làm nhiều người mẹ cảm thấy chán nản, áp lực thêm rất nhiều”.  Nhiều người mẹ trẻ vốn đã thay đổi tâm sinh lý sau khi sinh và nuôi con, nghe được những lời so sánh như vậy sẽ nghĩ lỗi lầm là do mình, nảy sinh nhiều suy nghĩ tiêu cực, dồn nén lâu ngày, cũng là một phần nguyên nhân dẫn đến trầm cảm.  Vậy nên, hãy quan tâm và yêu thương nhiều hơn tới những bà mẹ, nhé!  | Video chia sẻ của chị Diễm - khách mời Inside the box",,,,,Đạt,Duyệt
2024/03/20,FP - Inside the Box,Nguyễn Đức Trọng,BKD ơi ảnh này có sao ko nhỉ,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/433285434_7253386881423424_3309345342077504805_n.png?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG2sgh0SzZRLaT7xPZlDDOucToQapQTUtxxOhBqlBNS3BUVkAXsm_89nUp9cmQqlcTqaMxPFdhsSVMDEY9r4oYs&_nc_ohc=chv-AO5vNBYAX9wFQN8&_nc_ht=scontent.fhan14-3.fna&oh=03_AdSfF0yeuEL78MGiq7O7egZI5qOGK78wfyX45E7PHPxhuQ&oe=662DDFD4 ,,,,Đạt,Duyệt
2024/03/20,FP - Inside the Box,Nguyễn Đức Trọng,"Hôm nay là ngày Quốc tế Hạnh phúc, hãy gửi lời cảm ơn  đến một người không thể thiếu, người đã làm cuộc sống của bạn tỏa sáng suốt thời gian qua!",,,,,Đạt,Duyệt
2024/03/20,FP - Inside the Box,Nguyễn Đức Trọng,"Hôm nay tự dưng mình tìm lại được đoạn tin nhắn này. Thấy đáng yêu quá nên phải chia sẻ với mọi người.  Chẳng là hồi 2022 mình vào sốp này mua quà tặng cho một đứa em. Mình chỉ mua đúng 1 cái đèn hình con thỏ thôi, nhưng lúc em mình nhận được quà rồi unbox thì lại tòi ra 5 con. Thế là mình hết hồn lật đật đi hỏi sốp thì sốp đáp lại thế này nè =)))  Đến giờ vẫn thấy sốp dễ thương quá chừng. Mãi iu sốp và chúc sốp buôn may bán đắt cũng như gặp được nhiều điều tốt đẹp trong cuộc sống ạ  🫶  | Chia sẻ của bạn Mẫn Nghi trong group Cháo hành miễn phí",https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/432124955_848364207054845_3527065269802794224_n.png?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFvwmDhqF9qykCRZAxc0RLh-V5r2cFAUer5XmvZwUBR6iASWnNhobbsLY77N81qKMDXFBvqmcLKcM2Lr-7M-_S_&_nc_ohc=Zum_z58DGrsAX85GZ59&_nc_ht=scontent.fhan14-3.fna&oh=03_AdQUH7Vf-z3kyNReeAEoy1gR_ONzXf2KHlS7yjJYJYLUoA&oe=662DC60F ,,,,Bách,Duyệt
2024/03/19,FP - Inside the Box,Giang Uyên,"Tôi nhận thức rõ được việc mình bị trầm cảm sau sinh là khi tôi một mình chăm con ở tháng đầu sau sinh. Quanh đi quẩn lại chỉ có cho con bú, thay tã cho con, ru con ngủ, chơi với con... Cứ lặp đi lặp lại mỗi ngày, tôi bắt đầu cảm thấy bức bối, cảm thấy cuộc sống này tẻ nhạt, mình không đóng góp được gì cho cuộc đời này ngoài việc trông con. Điều đó dẫn đến việc khi tôi nghe những quan điểm chăm con từ chồng hay bố mẹ mà khác với suy nghĩ của mình, tôi rất dễ bị kích động.   Tôi chấp nhận trong đầu rằng ít nhiều gì mình cũng sẽ bị trầm cảm sau sinh và đó là điều bình thường. Khi mình ý thức được bản chất của vấn đề và chấp nhận nó, tôi nghĩ mình sẽ vượt qua giai đoạn đó tốt hơn. Mình cần chia sẻ với người thân, nhất là với chồng mình. Việc chia sẻ sẽ giúp giảm bớt những suy nghĩ tiêu cực trong đầu mình.  | Diễn viên Lan Phương chia sẻ.",https://scontent.fhan14-2.fna.fbcdn.net/v/t1.15752-9/431761861_1162387878252339_1699626994151212531_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFjY02JowIrMvQWs6GCTYnq6WrZcU42I23patlxTjYjbefmsXF59p_Es-5ZpoRFTIrrCsR1StE6Jxlc1szMok9i&_nc_ohc=Y7QeYEducFgAX9LeTF2&_nc_ht=scontent.fhan14-2.fna&oh=03_AdTF7GEMjOm1xMbFM6UevBPNfmYRRA3AXtDP5aJPIynmUg&oe=662DF2ED ,,,,Bách,Duyệt
2024/03/19,FP - Inside the Box,Nguyễn Đức Trọng,"Trước đây chị chỉ nghe về trầm cảm sau sinh chứ chưa bao giờ nghĩ mình sẽ mắc phải như thế cả!  Thời gian ấy, chị Diễm chỉ cảm thấy buồn, chán, chị đã khóc rất nhiều, hôm nào cũng khóc trong vài tháng, chỉ khác nhau là khóc ít hay khóc nhiều thôi. Cả khi ấy chị cũng không ý thức được tình trạng của mình.  Chị hoài nghi bản thân có phải người mẹ tốt hay không, người ta chỉ nói “Mẹ ít sữa”, hay “mẹ bầu xong tăng cân”... cũng làm chị thấy mệt mỏi. Chị đặt câu hỏi với tất cả mọi người, chị co mình lại chỉ muốn ở một mình, cảm nhận “nó”.  Đỉnh điểm, có những buổi tối chị ôm con mà chỉ muốn ch*t đi…  Chị không hề nghĩ mình có thể trải qua những chuyện như thế…  Sau này khi đã kết nối lại với mọi người, nói chuyện với cả những bà mẹ khác, chị nhận ra, “À, thì ra mình không một mình”...  Phải cố gắng lắm chị và nhiều bà mẹ mới có thể vượt qua được giai đoạn khó khăn ấy… (Video trong phần bình luận)  Trầm cảm sau sinh thực sự đáng sợ hơn nhiều người nghĩ. Mang bầu, nuôi con là chuyện của cả một gia đình chứ không chỉ riêng người mẹ.  Hãy quan tâm và đừng để người mẹ nào phải một mình trong giai đoạn này nhé!  | Chị Diễm chia sẻ cùng Inside the box",https://scontent.fhan14-4.fna.fbcdn.net/v/t1.15752-9/432827348_732697635636701_3653428216430394110_n.png?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG5NEVHY1P0bpzb0UkSC12O3orEr_LIxlreisSv8sjGWoYFowuiymAe5jq2bGn16V5QK6elPEZNG9NZN3pA7KKH&_nc_ohc=wqkoaWAkWHgAX9azTfz&_nc_ht=scontent.fhan14-4.fna&oh=03_AdQEdfem5rWuygY_jPGPEHw_rCdsq-qmH-xhqPa4Uochiw&oe=662DF22B ,,,,Đạt,Duyệt
2024/03/19,FP - Inside the Box,Nguyễn Đức Trọng,"Hôm nay, có một band nhạc nổi tiếng nọ thông báo ngưng biểu diễn. Chỉ còn một album cuối.  Mọi người ngạc nhiên lắm, nhiều người vẫn chỉ mong đây là đùa thôi.  Nhưng ai biết được, có khi là thật rồi, lần đó là lần cuối rồi…  Đúng vậy chẳng ai biết lần cuối đó, lại là lần cuối cùng cả…",https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/433246490_423844860200081_525291576347300217_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeE-F1uYt1qEzD2DlI2CKDP0NNFAuipt9UA00UC6Km31QHZq6-yJ3Ykc4ImPROcgPCRCOU4VJeZvBGhVoS_M1XGF&_nc_ohc=ECR8Andp5agAX_bS6hq&_nc_ht=scontent.fhan14-5.fna&oh=03_AdRCxk-Eg2vV4rDZQvjiqZjaqI5q-mIFJJ5UpsgzAzKT_w&oe=662DCDEE ,,,,Đạt,Duyệt
2024/03/19,FP - Inside the Box,Nguyễn Đức Trọng,"Tầm quan trọng của câu nói chia tay…  Chia tay bao lâu thì có thể có người yêu mới? Mấy nay người ta cứ cãi nhau vụ 3 sao Hàn nọ lằng nhằng tình cảm, bọn mình cũng đem ra bàn luận đủ chiều.  Cãi nhau nhiều rồi những rồi cuối cùng cũng chung một kết luận, dù là ai đúng ai sai, thì tình yêu nào cũng phải có lời chia tay rõ ràng kết thúc, sau đó muốn bắt đầu yêu ai cũng được.  Tầm quan trọng của câu chia tay tử tế cũng chẳng khác gì lời tỏ tình cả. Không chỉ là nghi thức, dù buồn thương, nó còn đánh dấu cho sự giải thoát của hai con người đã không thuộc về nhau nữa.  Sau lời chia tay, có rất nhiều điều kết thúc, nhiều thứ trở thành kỷ niệm, nhưng cũng có rất nhiều thứ mở ra cho cả hai người. Có rất nhiều việc, không sai về luật pháp, nhưng chỉ đúng nếu làm sau khi đã chia tay.  Chia tay bao lâu thì có thể có người yêu mới? 5 phút sau câu chia tay cũng được, nhưng nếu là trước khi chia tay, dù chỉ 5 giây thôi, cũng quá đáng rồi.  Là một người đã từng bị âm thầm bỏ lại khi vẫn còn yêu, cũng đã từng vô tâm làm tổn thương người khác chỉ vì im lặng rời đi, với mình, một trong những điều tệ nhất mà hai người từng yêu nhau dành cho nhau, có lẽ là chia tay trong im lặng.  Nếu như còn một người chờ đợi, im lặng chính là tra tấn. Nếu như cả hai vẫn còn thương, im lặng chính là ngục tù. Nếu như cả hai cứ thế bỏ qua, quá khứ thật sự bị xem nhẹ quá rồi.  Dù khó thế nào, khi rời đi, hãy nói lời chia tay một cách rõ ràng, đó là điều tử tế cuối cùng mà hai người có thể dành cho nhau…  | aT  Ảnh: ST",https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/430869740_769228204836146_1045377917908909939_n.png?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEOB2jyNOBLRz6MI6YU3kOQuc4jUVjL3xG5ziNRWMvfEb_-aPM0OmvxYyU7OOqgLRDHQAJFE9R-1E7rIHcK2-tZ&_nc_ohc=ib5rRkgrpeoAX9iW0zV&_nc_ht=scontent.fhan14-3.fna&oh=03_AdRmz-rt0QcECFN8INPfpyBZGbnVLtf23bbjqH2BVs7VfQ&oe=662DEA48 ,,,,Đạt,Duyệt
